n	E	N	huitante	octante	quatre-vingts	cougner	biquer	courber	gatter	sécher	schwentzer	Un.traclet	Un.regio	Un.RER	Un.omnibus	Le.dur	Le maire	Le président	Le syndic	ruper	casser.la.croûte	manger.un.morceau	grailler	luncher	bouffer	Des.grolles	Des.godasses	Des.tricounis	Des.souliers	Des.godillots	Des.pompes	Tschüss	Adieu	Adjeu	Tout.de.bon	Tchô	Tchô.bonne	Ciao	pougner	frouiller	mascogner	copier	X.s.chinder	astiquer	poutzer	faire.les.à.fonds	faire.le.ménage	réduire	Une.torrée	Une.brisolée	Un.pique.nique	Une.canette	Une.chope	Une.cinq	Une.grande.bière	Une.pinte	Un.lycée	Un.collège	Un.gymnase	Une.braillée	Une.beuglée	Une.bramée	Une.bouellée	Piosser	Niaucher.Niauquer	Chouiner.Wouiner	Piomer	Chialer	Piauner	Grincher	Une.cramine	Une.fricasse	Un.cru	La.rebuse	Le.régent	Le.prof	Le.raitet	L.enseignant	Le.maître	Baboler	Barjaquer	Batoiller	Baidger	Causer	Elle.beutche	Elle.flambe	Elle.crame	Elle.chupie	Des.planelles	Des.catelles	Des.carrons	Je.ne.pouvais.plus.dire.papet	Je.me.suis.foutu.une.mine	J.étais.sur.Soleure	Je.me.suis.mis.sur.le.toit	Je.me.suis.ramassé.une.chiée.une.cuite	Je.me.suis.pris.une.tuée	Je.me.voyais.plus.les.mains	Papi.et.mami	Papa.et.maman	Père.et.mère	Le..vatr..et.la..mutr.	Le..pater..et.la.mère	Le.père.et.la.mère	Le.croûtion	Le.crotchon	Le.croûton	Le.trognon	Une.tétine	Une.lolette	Un.nouki	Une.raclée	Une.tapée	Une.chiée	Une.pétée	Une.peufnée	Une..é.péclée	Une.brontsée	Une.masse	Une.craquée	Un.matson	Une.bricole	Un.chouia	Une.tchette	Une.bedoume	Un.bobet	Un.boeuf	Un.niolu	Un.tocson	Un.topiot	Un.toyet	Un.dadet	J.arrive.incessamment.sous.peu	J.arrive.immédiatement	J.arrive.tout.soudain	J.arrive.dans.5	J.arrive	Gniaffer	Gifler	Baffer	Un.cheni	Un.commerce	Des.babioles	Un.petchi	Blètse	Biètse	Plètse	Tacon	De.la.réclame	Des.prospectus	De.la.publicité	De.la.pub	Des.tous.ménages	Foutimasser	Pétouiller	Faratzer	Glander	Baster	Bâcher	Capion	Sarcloir	Piochette	Piochard	Longeole	Boule.de.Bâle	Cervelas	Boutefas	Schublig	Wienerli	Un.dicastère	Un.département	Une.section	Un.ministère	Une.direction	Le.téléjournal	Le.TJ	Le.journal.télévisé	Le.JT	Les.nouvelles	Les.news	Les.infos
Avry	9	572	182	8	0	0	0	0	6	0	6	4	0	8	1	2	0	0	0	8	5	2	6	2	1	7	1	8	0	6	1	5	5	2	0	1	7	4	5	8	0	0	4	0	3	8	1	8	0	0	1	7	8	1	0	1	0	1	7	0	8	2	0	5	0	7	0	0	8	2	0	8	3	0	0	1	8	0	3	3	0	1	8	0	6	0	4	8	5	1	9	0	0	6	1	2	8	1	8	3	7	0	0	0	1	0	1	3	5	2	9	1	0	3	9	8	0	0	0	0	4	0	2	8	5	3	8	0	3	0	0	6	7	4	0	2	3	6	0	8	7	9	2	1	1	6	1	1	6	3	5	3	9	7	0	1	0	9	1	8	1	6	2	0	0	1	7	0	6	4	5	2	3	1	0	8	3	1	2	3	1	4
Avully	15	489	114	1	0	14	0	0	1	7	11	0	0	4	10	2	1	13	1	1	6	9	9	9	2	6	9	12	0	8	4	8	0	3	1	0	12	4	6	4	1	11	6	0	7	13	3	8	2	1	0	14	9	9	0	2	3	0	15	0	14	6	1	5	0	2	7	1	15	1	2	5	13	1	0	0	14	0	3	5	0	10	3	0	12	0	5	14	0	0	15	0	0	11	1	7	10	3	7	1	12	1	0	0	3	1	10	2	6	3	15	0	1	7	14	12	0	2	0	2	4	0	9	13	0	2	15	1	4	1	1	4	6	5	2	2	3	9	0	12	12	14	3	1	5	10	1	2	4	9	3	7	13	6	5	3	0	14	7	11	1	10	4	1	5	1	15	0	6	0	3	8	1	1	3	13	3	1	1	6	2	7
Ayent	1	597	127	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Bagnes	2	583	102	1	0	1	0	0	0	0	2	0	0	2	1	0	0	1	1	0	0	2	0	0	0	1	0	2	0	1	0	0	0	1	1	0	1	1	0	1	0	0	2	0	1	2	0	1	0	0	0	2	1	2	0	0	2	0	2	0	2	2	0	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	1	1	0	1	0	0	2	0	2	2	0	0	2	0	0	1	0	1	1	1	0	0	2	0	0	0	0	0	2	1	0	0	2	0	0	0	2	1	0	0	0	1	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	2	2	0	1	0	0	0	0	2	1	0	0	2	0	1	0	0	1	2	0	1	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1
Ballaigues	9	522	176	9	0	0	0	0	7	0	4	0	1	6	0	3	0	0	0	9	8	4	3	3	0	3	4	9	1	3	1	4	2	6	2	2	4	6	2	7	3	0	3	1	2	8	4	6	3	0	1	9	0	9	0	0	2	0	0	9	6	4	0	8	0	1	5	0	9	1	0	9	2	0	0	0	8	0	2	5	0	3	7	0	4	0	3	9	0	2	7	0	0	6	0	3	6	2	5	0	7	0	0	0	2	0	8	2	3	0	9	0	1	6	7	6	0	2	0	0	3	0	5	8	0	6	9	0	6	0	6	9	2	3	0	5	5	1	0	5	9	7	2	0	6	3	4	0	4	8	0	1	7	4	5	3	0	5	4	5	0	4	2	3	0	0	8	1	4	1	4	3	1	0	1	4	2	0	0	6	0	1
Ballens	3	518	156	3	0	0	0	1	3	0	2	0	0	3	0	1	0	0	0	3	3	1	2	1	0	0	1	3	0	0	1	2	2	1	1	1	2	2	1	3	2	0	1	1	0	3	0	1	1	0	1	1	1	3	0	0	1	0	1	2	3	0	0	3	0	2	1	0	3	0	1	2	1	2	0	0	2	0	1	1	0	0	3	0	1	0	1	3	0	1	3	0	0	2	0	1	2	2	3	0	3	0	0	0	0	0	3	0	0	0	3	0	0	2	3	3	0	1	0	0	2	0	3	3	0	3	2	0	1	0	3	2	2	1	0	0	3	1	1	2	3	3	2	1	3	2	1	0	1	2	0	0	3	2	2	2	0	2	2	1	0	2	1	0	0	0	2	1	1	2	0	2	2	0	0	2	2	1	0	1	0	3
Barberêche	7	579	190	7	0	0	0	0	2	0	3	5	0	5	0	1	1	0	0	7	3	1	3	1	0	5	1	6	0	3	1	2	3	4	2	2	5	3	4	7	0	0	2	1	2	7	2	2	0	0	0	7	6	2	0	1	0	0	7	0	7	0	0	4	0	5	1	0	7	1	1	6	4	1	0	3	5	0	3	4	0	2	7	0	1	0	3	7	3	3	6	0	0	4	0	2	7	0	4	2	3	1	0	0	5	0	1	0	5	1	7	0	0	1	7	4	0	1	0	1	3	0	3	5	3	1	6	0	3	0	2	6	2	1	0	2	3	4	0	6	4	7	2	1	3	3	0	0	5	4	0	1	6	0	0	4	0	6	1	6	0	3	3	0	0	0	6	0	0	3	5	0	0	0	2	5	0	1	2	5	0	3
Bas-Intyamon	7	573	157	7	0	0	0	0	4	0	6	1	1	5	3	0	0	0	0	7	5	2	5	3	0	5	0	7	0	5	2	4	1	1	3	2	3	4	2	7	0	0	4	0	0	7	2	5	1	0	0	7	5	4	0	3	0	0	7	0	6	0	0	6	0	6	2	0	7	2	2	7	4	0	0	4	5	0	2	6	0	5	7	0	3	0	2	7	5	0	7	0	1	4	0	3	5	2	7	0	6	0	0	0	2	1	2	1	4	2	6	1	1	1	7	7	1	1	0	1	5	0	4	7	3	4	7	0	4	0	1	6	4	6	0	4	2	2	0	6	7	7	3	0	5	5	0	0	5	5	1	0	5	5	1	4	0	5	4	4	0	4	3	0	0	0	7	1	2	3	4	1	1	0	0	5	2	0	1	5	0	2
Basse-Allaine	16	569	259	1	0	15	0	10	1	0	11	0	0	11	1	6	0	15	0	1	0	9	12	4	0	6	6	13	1	4	4	6	3	5	0	4	5	2	12	1	0	0	4	15	3	14	0	10	2	2	0	15	1	12	4	4	2	12	0	4	10	5	0	7	0	0	6	0	14	3	2	2	11	6	0	2	9	9	2	7	0	9	1	9	8	14	3	9	0	16	2	0	0	8	3	2	9	4	9	4	9	1	0	0	4	0	1	12	7	2	11	8	0	7	12	8	9	0	0	1	5	0	6	15	1	1	12	0	6	0	0	1	7	5	1	0	6	9	11	6	8	14	2	1	6	1	0	9	13	5	4	3	12	6	0	7	0	13	0	15	0	5	12	0	0	0	14	0	0	8	8	2	6	0	1	6	3	1	3	12	0	7
Bassins	6	507	146	6	0	0	0	0	2	0	5	0	1	5	0	0	0	0	0	6	4	1	1	4	0	2	4	6	0	0	1	1	1	2	0	0	2	3	0	6	0	0	1	1	2	6	0	2	0	0	2	5	0	5	0	0	3	0	0	6	4	3	0	2	1	2	4	0	5	1	0	4	2	2	0	1	5	0	2	1	0	1	6	0	5	0	2	5	0	1	6	0	0	4	2	5	2	0	4	0	5	0	0	0	2	0	5	0	1	3	4	1	0	3	6	5	1	1	0	1	3	0	4	6	0	3	6	0	2	0	3	2	5	3	0	2	4	0	0	4	4	5	3	1	3	5	0	0	2	4	1	0	2	2	2	3	0	5	1	5	0	3	3	0	0	0	5	0	1	3	3	1	2	0	0	2	2	1	2	2	0	3
Bas-Vully	1	574	200	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0
Baulmes	16	530	183	14	0	2	0	1	12	0	11	1	3	15	0	1	1	0	0	16	12	7	11	6	0	7	5	15	1	5	5	9	5	6	1	5	12	9	6	13	4	1	7	4	4	14	6	12	1	2	2	15	1	15	0	0	0	0	4	12	13	8	0	13	0	1	9	0	16	1	1	14	8	2	0	3	12	1	6	3	0	7	11	1	11	0	6	15	0	4	14	0	4	11	3	5	10	1	12	0	16	2	0	0	5	0	14	3	5	1	15	2	2	5	14	13	0	4	0	0	12	0	5	13	1	11	14	1	4	0	10	9	8	3	0	4	12	6	3	11	13	15	6	2	6	6	5	0	11	10	6	4	15	6	8	5	0	12	6	14	0	9	6	1	0	0	16	2	3	2	5	5	3	0	3	9	1	1	1	5	1	5
Bavois	6	533	171	6	0	0	0	0	3	0	5	0	0	4	2	2	0	0	0	6	4	3	4	4	0	4	1	6	0	4	1	6	2	2	2	0	5	4	3	2	1	0	3	1	2	6	1	6	0	0	0	6	0	6	0	1	2	0	0	6	3	2	0	4	0	1	2	0	6	1	0	5	1	1	0	0	6	0	2	1	0	1	4	0	6	0	5	6	0	0	6	0	2	5	1	2	6	2	5	0	6	2	0	0	0	0	6	0	1	0	6	0	0	2	5	5	0	3	0	2	2	0	4	6	0	3	6	0	3	0	6	3	3	1	0	2	5	4	0	5	6	6	1	1	2	1	3	0	3	3	3	2	6	1	2	1	0	5	3	2	1	2	3	1	0	0	6	2	4	1	3	0	1	0	2	3	1	2	4	5	2	4
Begnins	9	509	144	9	0	0	0	0	5	0	9	0	1	7	1	1	0	0	0	9	3	2	5	4	0	5	3	8	0	4	2	4	2	4	1	1	4	4	5	5	0	1	5	2	3	9	3	7	0	0	0	9	2	9	0	2	1	0	1	9	8	4	1	3	0	0	7	0	8	0	0	7	3	3	0	1	9	0	4	3	0	3	7	0	7	0	4	9	0	1	9	1	1	7	1	2	6	2	5	0	9	0	0	0	0	0	8	1	1	2	9	1	2	4	8	6	0	2	0	2	2	0	4	9	0	3	8	0	5	0	5	3	7	3	1	3	8	4	0	9	9	7	7	3	2	6	0	2	5	3	3	1	9	3	3	4	0	9	2	8	0	6	4	1	0	0	8	3	2	4	5	2	3	1	2	6	2	1	3	4	1	6
Belfaux	39	575	186	37	0	2	0	0	13	0	27	19	1	34	6	2	0	0	1	38	28	12	22	9	2	26	6	38	4	22	9	18	19	11	17	8	24	14	27	38	0	0	18	1	9	39	6	21	1	0	1	39	31	10	0	5	3	2	36	5	33	9	0	25	0	29	12	0	37	10	2	35	19	3	0	7	35	0	17	19	0	17	29	0	27	1	18	36	12	4	37	1	2	22	6	9	30	5	26	7	29	7	0	0	7	2	22	6	13	6	37	1	1	6	36	31	0	7	1	6	27	0	21	33	11	12	35	1	12	1	6	36	16	9	3	10	17	19	0	27	34	32	11	5	15	29	2	0	23	23	14	11	32	17	3	10	0	35	12	31	2	17	13	4	0	1	38	0	8	18	15	4	5	0	14	25	16	3	6	21	1	13
Bellevue	10	501	123	1	0	9	0	0	0	7	7	0	0	10	0	0	0	10	0	0	1	4	7	8	3	7	6	8	0	2	1	9	3	3	0	2	8	4	6	3	0	9	4	0	2	9	0	7	0	0	0	10	8	4	0	1	3	0	10	0	9	3	0	0	0	1	3	0	9	0	0	2	7	0	0	0	10	0	2	4	0	2	1	0	8	0	4	10	0	0	10	0	0	8	0	5	6	1	6	1	7	0	0	0	3	0	5	4	3	5	7	1	0	5	9	9	0	0	0	3	0	0	6	8	0	0	10	2	0	0	0	1	8	2	1	0	7	6	0	7	6	10	0	1	2	5	1	1	0	0	2	1	10	2	0	2	0	10	3	4	2	2	6	0	2	0	10	0	3	0	1	5	4	1	0	7	6	1	3	2	3	5
Belmont-sur-Lausanne	10	542	152	10	0	0	0	0	9	0	5	0	1	8	1	1	0	0	0	10	4	4	6	5	1	5	8	9	0	3	2	7	4	4	4	4	6	6	5	9	0	0	3	1	6	8	3	8	0	0	2	8	0	10	0	2	1	0	0	10	7	5	1	7	0	0	9	0	10	1	0	8	4	0	0	1	9	0	6	6	0	3	8	0	6	1	4	10	0	0	10	0	1	9	2	1	6	2	7	0	10	0	0	0	4	1	9	2	1	1	10	0	1	5	10	9	0	3	0	1	6	0	5	10	0	4	9	0	4	0	7	8	6	4	1	3	8	3	1	7	7	9	3	1	6	5	0	1	4	3	5	3	8	4	6	5	0	9	5	6	0	5	5	0	0	1	9	1	2	1	3	3	2	0	2	7	5	2	3	7	2	5
Belmont-sur-Yverdon	2	538	177	2	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	2	2	0	1	1	0	2	0	2	0	1	0	1	0	1	2	1	1	2	0	2	0	0	1	1	1	2	0	1	0	0	0	2	0	2	0	0	0	0	0	2	2	1	0	2	0	0	1	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	1	0	1	2	0	0	2	0	0	2	0	0	2	0	2	0	2	0	0	0	1	0	2	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	1	2	0	2	2	1	1	0	2	1	0	0	0	2	2	0	0	2	1	2	1	0	2	1	0	0	1	2	0	0	2	1	1	1	0	2	0	2	0	0	0	1	0	1	2	1	2	1	1	0	0	0	1	2	0	0	1	2	0	0
Belprahon	3	598	237	0	0	3	0	0	0	0	2	1	0	2	0	1	0	3	0	0	0	2	2	0	0	3	0	3	0	2	0	0	1	1	0	0	1	0	2	0	0	0	2	3	1	3	1	2	0	0	0	3	0	2	0	2	0	0	0	3	3	1	0	1	0	0	0	0	3	0	0	1	3	1	0	1	3	0	2	1	0	2	0	0	3	2	0	3	0	3	2	0	0	2	1	0	2	1	0	0	2	0	0	0	2	0	0	3	0	0	1	3	1	1	3	1	0	2	0	1	1	0	1	3	0	1	3	2	1	0	0	0	1	0	0	0	1	2	2	3	1	3	1	0	1	0	0	2	2	2	1	1	3	1	0	1	0	2	1	3	0	2	1	0	0	0	3	0	1	1	1	1	0	0	0	3	1	0	0	2	0	1
Bercher	14	544	171	14	0	0	0	0	13	0	12	0	1	12	2	0	1	0	0	14	11	7	10	7	1	8	7	13	1	6	4	7	5	9	6	4	10	9	4	13	2	0	6	2	4	13	4	11	1	1	0	14	0	14	0	3	2	0	0	14	11	6	1	8	0	3	5	0	13	0	0	13	4	1	0	3	14	0	5	6	0	5	13	0	9	0	8	14	0	1	14	0	3	13	3	9	10	6	9	2	10	1	0	0	5	0	12	1	2	3	14	1	3	7	14	10	0	6	0	4	9	0	13	9	0	10	14	0	7	0	11	10	9	1	0	7	12	2	1	11	11	11	7	2	4	5	5	0	9	9	5	3	11	7	9	5	1	10	4	13	2	8	4	0	0	0	14	5	6	5	8	1	3	0	2	7	8	2	2	5	0	4
Bernex	86	494	115	6	0	80	0	0	9	51	70	0	8	61	31	6	2	83	0	3	10	47	61	61	14	59	59	76	0	31	10	59	24	32	5	11	68	15	50	13	2	63	56	3	33	79	15	70	1	4	3	85	69	33	1	23	28	2	83	4	71	49	0	11	0	6	53	0	85	0	9	25	53	22	0	0	82	0	41	27	0	54	13	1	75	2	49	85	0	3	84	1	0	71	3	33	54	6	31	4	79	7	0	0	14	0	52	25	37	29	81	5	1	35	85	70	0	6	1	17	15	0	41	82	1	9	81	5	36	4	5	21	53	42	7	8	35	57	0	73	75	76	3	20	41	35	5	13	17	31	35	23	82	19	15	21	0	77	28	54	8	46	33	2	32	8	78	3	28	11	12	37	18	1	16	48	20	10	27	45	7	41
Berolle	3	515	157	3	0	0	0	0	3	0	3	0	0	3	1	1	0	0	0	3	2	2	1	2	0	2	2	3	0	1	0	2	1	2	1	0	3	2	2	3	0	0	1	0	1	3	1	3	0	0	0	3	0	3	0	0	0	0	0	3	2	1	0	2	0	0	1	0	3	0	0	3	0	0	0	0	3	0	2	2	0	1	1	0	3	0	1	3	0	1	3	0	0	2	0	1	3	0	2	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	3	2	0	1	0	0	1	0	1	3	0	0	3	0	0	0	1	1	0	1	0	2	2	2	0	3	2	3	1	0	1	2	1	0	1	1	2	0	3	0	1	3	0	2	1	2	0	2	0	1	0	0	2	2	1	0	0	0	1	0	0	2	1	0	1	1	0	1
Bettens	4	534	164	4	0	0	0	0	3	0	3	0	0	3	1	1	0	0	0	4	3	0	0	1	0	2	1	4	0	0	1	2	0	2	0	0	2	1	1	2	0	0	3	1	0	4	0	1	0	1	1	2	0	4	0	0	1	0	1	3	2	2	0	4	0	1	3	0	4	0	1	4	0	0	0	0	4	0	0	0	0	1	4	0	4	0	3	4	0	0	4	0	0	4	0	2	3	2	3	0	4	0	0	0	1	0	4	0	0	0	4	0	0	0	4	3	0	1	0	1	1	0	1	4	0	3	4	1	1	1	4	3	3	0	0	1	4	0	1	4	3	4	1	0	2	1	0	1	2	2	0	0	3	2	1	3	1	2	1	4	1	2	0	1	0	0	4	2	2	0	0	2	1	0	1	2	0	1	1	3	1	3
Bevaix	35	553	198	2	0	33	0	1	23	0	22	6	3	31	0	7	1	3	27	5	10	14	22	7	4	23	27	25	1	17	9	23	13	10	2	2	27	7	23	34	0	0	17	9	17	33	13	28	2	28	0	24	4	29	0	23	7	20	1	21	30	20	2	25	0	6	17	3	34	2	3	17	26	5	0	0	28	0	17	20	1	18	15	0	29	1	18	34	0	6	35	0	0	25	5	14	29	9	22	1	30	4	0	0	9	0	14	17	15	7	35	2	4	17	33	32	8	8	0	10	21	0	11	35	1	12	34	7	7	0	4	16	20	13	5	4	27	14	3	29	28	33	12	10	9	18	0	2	28	20	13	11	29	9	6	21	0	31	9	28	2	9	18	4	1	0	30	2	10	15	9	17	4	0	5	23	16	10	9	15	6	13
Bex	31	567	122	30	0	1	0	0	26	1	15	0	4	22	1	5	2	0	2	29	20	7	14	15	1	17	16	28	3	9	8	19	3	7	6	5	24	12	10	28	2	0	8	6	9	31	8	15	2	1	2	29	1	27	0	3	5	0	8	24	27	16	2	14	0	5	13	1	31	2	2	23	22	8	0	5	24	0	9	10	0	12	25	0	16	0	8	30	0	1	30	0	1	19	3	12	17	16	16	5	24	4	0	0	8	1	31	0	1	5	31	0	0	11	26	21	0	10	0	4	15	0	20	24	0	16	28	0	9	3	18	14	13	11	0	12	24	9	2	22	24	23	10	6	12	13	0	2	23	17	9	8	26	7	7	6	0	23	14	21	8	12	9	2	0	0	30	3	6	6	11	9	9	0	4	24	8	2	10	11	2	10
Biel/Bienne	204	586	220	15	0	189	0	3	35	0	137	120	11	159	5	51	2	177	8	18	22	88	115	30	9	125	61	172	1	108	15	115	129	30	13	20	91	27	136	43	1	3	78	179	25	185	16	123	5	28	2	199	13	136	8	109	43	9	11	192	162	80	2	83	1	9	64	0	198	5	12	65	142	30	0	2	182	7	58	66	4	74	28	1	172	102	52	178	1	36	185	2	4	121	45	29	143	31	74	34	147	16	0	0	31	4	38	119	73	18	109	157	10	58	179	145	60	8	1	26	57	0	36	191	3	17	187	47	62	1	8	25	64	56	17	17	106	122	38	132	159	177	54	26	33	30	4	100	104	103	45	43	169	25	14	66	0	183	54	152	7	83	96	17	1	12	165	1	16	151	31	88	46	9	48	144	56	16	37	79	24	57
Bière	11	515	155	11	0	0	0	0	11	0	6	0	2	9	1	2	1	0	0	11	10	6	5	7	0	8	7	11	0	7	3	8	4	6	4	3	9	8	4	11	1	0	4	1	5	11	5	7	0	0	0	11	2	11	0	2	1	0	0	11	8	5	1	9	0	2	5	0	11	1	1	11	5	1	0	2	11	0	3	4	0	4	10	0	10	1	5	11	0	1	11	0	1	9	2	5	10	5	7	0	9	0	0	0	3	0	10	0	2	2	11	0	3	3	11	11	0	7	0	1	6	0	6	11	0	7	11	0	7	1	8	9	8	5	1	4	9	4	2	9	10	10	7	2	8	7	0	1	7	6	3	3	10	5	8	3	0	8	3	9	1	4	4	2	0	0	11	2	3	3	5	2	2	0	2	7	6	2	2	4	0	5
Billens-Hennens	9	559	171	9	0	0	0	0	6	0	8	4	0	6	3	6	0	0	0	9	7	4	4	6	0	7	5	7	1	2	2	5	4	2	3	1	6	3	3	9	0	0	2	1	3	9	2	5	0	0	0	9	8	5	0	1	1	0	5	4	8	3	0	7	0	7	3	0	9	3	0	9	2	0	0	4	4	0	3	4	0	4	9	0	4	0	2	9	5	3	9	0	1	4	0	3	7	1	6	4	4	0	0	0	1	2	5	2	2	2	9	0	0	1	9	7	0	3	0	0	7	0	3	9	2	4	8	0	3	0	4	5	3	3	0	1	7	4	1	5	9	9	4	0	2	4	0	0	7	3	0	0	7	4	2	5	0	8	3	6	0	6	3	0	0	0	6	0	1	2	6	0	2	0	0	5	0	0	3	4	0	3
Bioley-Magnoux	2	544	175	2	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	2	2	1	0	2	0	0	1	2	0	2	1	1	0	1	0	1	1	2	0	1	1	0	1	0	1	2	1	1	0	0	1	1	0	2	0	0	0	0	0	2	2	1	0	0	0	1	0	0	2	0	0	2	0	0	0	1	2	0	0	0	0	0	2	0	1	0	1	1	0	0	2	0	0	2	0	1	2	0	2	0	2	0	0	0	0	0	2	0	0	0	2	0	1	1	2	1	0	1	0	0	0	0	0	2	0	2	2	0	2	0	1	1	1	1	0	0	2	0	0	2	0	2	0	0	1	0	1	0	1	2	1	0	1	1	2	0	0	1	1	1	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0
Bioley-Orjulaz	2	536	164	2	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	2	2	1	1	1	1	1	1	2	0	1	0	1	0	0	1	0	1	2	1	2	0	0	0	0	1	2	1	1	0	0	0	2	0	2	0	1	1	0	0	2	2	0	1	2	0	0	0	0	2	1	0	2	1	0	0	1	0	0	2	1	0	1	2	0	1	0	1	2	0	1	2	0	1	1	1	1	0	1	2	0	1	0	0	0	2	0	2	0	0	1	2	0	0	2	2	1	0	1	0	0	1	0	2	2	0	2	2	0	2	0	2	2	2	0	0	0	2	2	0	2	0	2	1	0	1	1	0	0	2	1	2	1	2	1	2	0	0	1	1	1	0	2	0	0	0	0	2	0	0	1	1	0	1	0	0	1	2	0	1	0	0	1
Blonay	38	558	146	36	0	2	0	0	31	0	27	0	1	34	1	7	1	1	1	35	15	17	26	21	5	22	22	31	0	18	5	26	13	12	7	6	24	17	17	34	1	1	21	1	18	35	12	28	3	1	2	37	2	35	0	6	10	0	3	36	29	18	2	25	0	8	16	1	37	3	2	29	11	6	0	0	37	0	17	14	1	16	26	0	24	0	16	36	2	3	37	1	0	30	2	8	27	12	20	5	33	1	0	0	8	0	36	3	3	8	35	2	4	11	34	33	1	7	0	4	16	0	23	35	1	23	36	1	13	2	19	13	22	16	1	11	29	15	3	32	31	34	11	3	19	18	1	3	19	23	10	12	31	9	18	14	0	32	19	21	4	12	18	2	0	1	33	4	15	12	3	20	9	0	5	25	8	2	12	19	3	13
Boécourt	12	583	244	0	0	12	0	3	2	0	12	0	0	12	2	1	0	12	0	0	1	7	9	2	1	9	4	11	0	6	0	9	3	1	0	1	8	2	7	1	0	0	5	12	6	11	0	9	0	1	2	11	0	6	8	7	2	11	0	1	9	6	0	10	0	2	7	0	12	0	1	3	9	3	0	0	12	3	5	4	0	4	0	2	11	9	5	9	0	8	4	0	0	12	1	0	10	5	3	0	11	0	0	0	3	0	0	9	3	5	10	5	0	6	12	10	5	0	0	1	6	0	2	12	0	0	12	0	0	0	0	0	5	3	2	1	6	6	8	11	9	9	4	2	3	1	0	6	5	4	4	1	11	4	0	0	0	12	1	10	0	2	8	1	0	0	11	0	0	7	2	3	5	0	2	7	2	0	4	6	0	4
Bofflens	2	528	173	2	0	0	0	0	1	0	2	0	0	2	0	1	0	0	0	2	2	2	1	1	0	1	1	2	0	1	0	2	1	1	2	0	2	1	0	2	1	0	2	0	1	2	2	1	0	0	0	2	1	2	0	1	0	0	0	2	2	1	1	2	0	1	2	0	2	0	0	2	1	0	0	1	2	0	1	2	0	1	2	0	2	0	2	2	1	2	2	0	1	2	0	2	2	1	2	0	2	0	0	0	1	0	2	0	1	1	2	0	1	0	2	2	0	1	1	1	2	0	2	2	0	2	2	0	1	0	2	2	1	1	0	2	2	0	0	2	2	2	0	0	2	1	1	0	2	1	1	1	2	2	2	1	0	2	2	1	0	1	1	1	0	0	2	2	2	0	1	1	2	0	0	2	1	0	0	0	0	1
Bogis-Bossey	3	502	134	1	0	2	0	0	0	1	2	0	0	3	0	1	0	1	0	2	0	0	1	0	1	3	0	2	0	1	0	0	1	0	0	0	2	0	2	1	0	1	2	0	0	3	0	2	0	0	0	3	1	3	0	0	1	0	1	2	1	2	0	0	0	0	0	0	3	0	0	1	1	0	0	0	2	0	1	2	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	1	2	0	0	0	3	1	0	0	0	0	2	1	1	0	3	0	0	0	3	2	0	0	0	2	0	0	1	3	0	0	3	0	0	0	0	0	1	1	0	0	0	3	0	3	2	3	0	0	2	2	0	0	0	0	0	1	3	0	0	0	0	3	0	3	0	0	3	0	0	0	3	0	1	0	0	2	0	0	2	1	0	1	0	2	0	1
